raw,ln,LOG10,cellid,gt,ms
9.006475,2.197943763,0.954554848,2,WT,A
9.011873,2.19854293,0.954815063,2,WT,A
9.056993,2.203537167,0.956984032,2,WT,A
9.060685,2.203944724,0.957161032,2,WT,A
9.082285,2.206325813,0.958195126,2,WT,A
9.148994,2.213643928,0.961373343,2,WT,A
9.157499,2.214573106,0.96177688,2,WT,A
9.237037,2.223221163,0.965532683,2,WT,A
9.277464,2.227588234,0.967429278,2,WT,A
9.322093,2.232387174,0.969513431,2,WT,A
9.352775,2.235673091,0.970940487,2,WT,A
9.385176,2.239131423,0.972442421,2,WT,A
9.389856,2.239629958,0.972658932,2,WT,A
9.518959,2.253285494,0.978589456,2,WT,A
9.58343,2.260035565,0.981520975,2,WT,A
9.610963,2.262904426,0.982766905,2,WT,A
9.689623,2.271055519,0.98630688,2,WT,A
9.702366,2.272369773,0.986877653,2,WT,A
9.719745,2.274159384,0.987654871,2,WT,A
9.763607,2.278661902,0.98961029,2,WT,A
9.793484,2.281717267,0.990937218,2,WT,A
9.896878,2.292219354,0.995498217,2,WT,A
10.0145,2.304034043,1.000629271,2,WT,A
10.03215,2.305794936,1.001394017,2,WT,A
10.10347,2.312878929,1.004470556,2,WT,A
10.22973,2.325298187,1.009864171,2,WT,A
10.23198,2.32551811,1.009959683,2,WT,A
10.23765,2.326072101,1.010200278,2,WT,A
10.25082,2.327357702,1.010758608,2,WT,A
10.31364,2.333467291,1.013411968,2,WT,A
10.32822,2.334879955,1.01402548,2,WT,A
10.36142,2.338089293,1.015419278,2,WT,A
10.44035,2.345678107,1.018715058,2,WT,A
10.44189,2.345825601,1.018779114,2,WT,A
10.47107,2.348616216,1.019991063,2,WT,A
10.55096,2.356216851,1.023291977,2,WT,A
10.56394,2.357446315,1.023825926,2,WT,A
10.61774,2.362526187,1.026032086,2,WT,A
10.67956,2.368331634,1.02855336,2,WT,A
10.74726,2.374650838,1.031297756,2,WT,A
10.76323,2.376135696,1.031942621,2,WT,A
10.76374,2.376183078,1.031963199,2,WT,A
10.80121,2.379658165,1.03347241,2,WT,A
10.81093,2.380557659,1.033863055,2,WT,A
10.81883,2.381288134,1.034180297,2,WT,A
10.84337,2.383553833,1.035164277,2,WT,A
10.88075,2.386995173,1.036658832,2,WT,A
10.8938,2.38819382,1.037179398,2,WT,A
10.89974,2.388738936,1.037416138,2,WT,A
10.96325,2.39454877,1.039939318,2,WT,A
11.0404,2.401561272,1.042984808,2,WT,A
11.04411,2.401897254,1.043130724,2,WT,A
11.05108,2.402528161,1.043404723,2,WT,A
11.05942,2.403282553,1.043732351,2,WT,A
11.13236,2.409856182,1.046587242,2,WT,A
11.13873,2.410428224,1.046835677,2,WT,A
11.20243,2.416130719,1.049312239,2,WT,A
11.20696,2.416535014,1.049487822,2,WT,A
11.21037,2.416839243,1.049619947,2,WT,A
11.28321,2.42331578,1.052432671,2,WT,A
11.30402,2.425158415,1.053232917,2,WT,A
11.41699,2.435102597,1.057551621,2,WT,A
11.47237,2.439941536,1.059653145,2,WT,A
11.50275,2.442586137,1.060801681,2,WT,A
11.51867,2.443969197,1.061402336,2,WT,A
11.53067,2.445010442,1.061854543,2,WT,A
11.57227,2.448611719,1.063418558,2,WT,A
11.61906,2.452646853,1.065170994,2,WT,A
11.87612,2.474529661,1.074674577,2,WT,A
11.8767,2.474578498,1.074695787,2,WT,A
11.98927,2.484012083,1.078792741,2,WT,A
12.08352,2.491842541,1.082193465,2,WT,A
12.15501,2.49774143,1.08475532,2,WT,A
12.27513,2.507575264,1.0890261,2,WT,A
12.40329,2.51796176,1.093536898,2,WT,A
12.43697,2.520673489,1.094714587,2,WT,A
12.52982,2.528111403,1.097944832,2,WT,A
12.62882,2.535981504,1.101362773,2,WT,A
12.65911,2.538377114,1.102403174,2,WT,A
12.68472,2.540398119,1.103280885,2,WT,A
12.70709,2.542160105,1.104046106,2,WT,A
12.73663,2.544482094,1.105054533,2,WT,A
12.77759,2.547692855,1.106448949,2,WT,A
12.80233,2.549627186,1.107289018,2,WT,A
12.90996,2.557999106,1.110924897,2,WT,A
