raw,ln,LOG10,cellid,gt,ms
46.91745,3.848389674,1.6713344,1,WT,A
66.30411,4.194251886,1.82154045,1,WT,A
60.55287,4.103516868,1.782134732,1,WT,A
97.40625,4.578890377,1.988586824,1,WT,A
32.72866,3.488251147,1.514928224,1,WT,A
31.31009,3.44394041,1.495684316,1,WT,A
39.34901,3.672470816,1.59493381,1,WT,A
47.55337,3.861852659,1.6771813,1,WT,A
81.99173,4.406618389,1.91377005,1,WT,A
40.86126,3.710182426,1.611311754,1,WT,A
43.94087,3.782844866,1.642868651,1,WT,A
55.20879,4.01112218,1.742008229,1,WT,A
41.42823,3.723962533,1.617296379,1,WT,A
53.9504,3.988065106,1.731994669,1,WT,A
38.48172,3.650183323,1.585254475,1,WT,A
99.74883,4.602655326,1.99890781,1,WT,A
48.33878,3.878234137,1.684295685,1,WT,A
25.33305,3.232109867,1.40368748,1,WT,A
80.62155,4.389765984,1.906451143,1,WT,A
27.52861,3.315225828,1.439784283,1,WT,A
68.95444,4.233445997,1.838562236,1,WT,A
30.45398,3.416216692,1.483644058,1,WT,A
38.57981,3.652729083,1.586360084,1,WT,A
59.84307,4.091725636,1.777013865,1,WT,A
36.87875,3.607635504,1.566776192,1,WT,A
20.82001,3.035914543,1.318480934,1,WT,A
64.38108,4.164819801,1.808758258,1,WT,A
47.21584,3.85472943,1.67408772,1,WT,A
170.8664,5.140881965,2.232656669,1,WT,A
159.8814,5.07443229,2.203797943,1,WT,A
20.86619,3.038130146,1.319443158,1,WT,A
24.89322,3.214595477,1.396081077,1,WT,A
63.34625,4.14861571,1.80172091,1,WT,A
145.1703,4.977907536,2.161877774,1,WT,A
36.36954,3.593731611,1.560737808,1,WT,A
47.3476,3.857516132,1.67529797,1,WT,A
84.96308,4.442216809,1.929230248,1,WT,A
29.07402,3.369844992,1.463505085,1,WT,A
69.74502,4.24484602,1.843513203,1,WT,A
57.95617,4.059687035,1.763099678,1,WT,A
52.33129,3.957594471,1.718761441,1,WT,A
64.03687,4.159459011,1.806430096,1,WT,A
50.61614,3.924270498,1.704289023,1,WT,A
130.6158,4.87226019,2.115995715,1,WT,A
48.23725,3.876131544,1.683382541,1,WT,A
48.55814,3.882761843,1.686262043,1,WT,A
72.52004,4.283862937,1.860458035,1,WT,A
81.81051,4.404405719,1.9128091,1,WT,A
109.0604,4.691901857,2.037667086,1,WT,A
35.03152,3.556248228,1.544458982,1,WT,A
130.2304,4.869305189,2.114712374,1,WT,A
63.55405,4.151890725,1.803143231,1,WT,A
31.18981,3.440091439,1.494012729,1,WT,A
79.30875,4.373348463,1.899321105,1,WT,A
31.54462,3.451403051,1.4989253,1,WT,A
122.7481,4.810134288,2.089014778,1,WT,A
65.18766,4.177270187,1.814165392,1,WT,A
47.99553,3.871107882,1.681200792,1,WT,A
48.13422,3.873993359,1.682453939,1,WT,A
66.03889,4.190243811,1.819799765,1,WT,A
42.39869,3.747117466,1.627352438,1,WT,A
48.3619,3.878712314,1.684503355,1,WT,A
37.43207,3.622527824,1.573243844,1,WT,A
45.85883,3.825567765,1.66142297,1,WT,A
30.01111,3.401567646,1.477282059,1,WT,A
30.01769,3.401786875,1.477377268,1,WT,A
50.4402,3.920788476,1.7027768,1,WT,A
55.13083,4.009709088,1.741394531,1,WT,A
56.56056,4.035311923,1.752513701,1,WT,A
88.9585,4.488169969,1.949187451,1,WT,A
63.9832,4.158620549,1.806065957,1,WT,A
46.97165,3.849544228,1.671835816,1,WT,A
52.99691,3.97023361,1.724250549,1,WT,A
43.23264,3.766595766,1.635811757,1,WT,A
50.00926,3.912208188,1.699050428,1,WT,A
73.31497,4.294764817,1.865192661,1,WT,A
27.05878,3.298011537,1.432308212,1,WT,A
32.6399,3.485535466,1.51374882,1,WT,A
48.78858,3.887496269,1.688318178,1,WT,A
68.61026,4.228442086,1.836389065,1,WT,A
91.68125,4.518317887,1.962280526,1,WT,A
45.84783,3.825327869,1.661318785,1,WT,A
55.92254,4.023967519,1.747586889,1,WT,A
30.22284,3.40859793,1.480335272,1,WT,A
75.31541,4.321684762,1.876883845,1,WT,A
44.08208,3.786053351,1.644262078,1,WT,A
41.63607,3.728966859,1.61946973,1,WT,A
29.41007,3.381337133,1.468496058,1,WT,A
29.18024,3.373491768,1.46508886,1,WT,A
42.53116,3.750236984,1.628707228,1,WT,A
30.54607,3.419236036,1.484955343,1,WT,A
36.1483,3.587629921,1.558087878,1,WT,A
32.07841,3.468183218,1.506212834,1,WT,A
38.95703,3.662459244,1.59058584,1,WT,A
37.45283,3.623082275,1.573484639,1,WT,A
30.94442,3.432192692,1.490582347,1,WT,A
47.62568,3.863372112,1.67784119,1,WT,A
42.35889,3.746178316,1.626944571,1,WT,A
36.08995,3.586014433,1.55738628,1,WT,A
30.16777,3.406774136,1.479543208,1,WT,A
34.09798,3.529238145,1.532728652,1,WT,A
36.68869,3.602468533,1.564532205,1,WT,A
76.59149,4.338485974,1.884180518,1,WT,A
63.49454,4.150953918,1.802736381,1,WT,A
72.45339,4.282943459,1.86005871,1,WT,A
69.21787,4.237259066,1.840218231,1,WT,A
76.6489,4.339235254,1.884505927,1,WT,A
89.54237,4.494711921,1.952028585,1,WT,A
30.57294,3.420115304,1.485337204,1,WT,A
54.55086,3.999133478,1.736801602,1,WT,A
30.13734,3.405764934,1.479104918,1,WT,A
38.74619,3.657032428,1.588229004,1,WT,A
35.76619,3.577003034,1.553472679,1,WT,A
31.01488,3.434467089,1.491570105,1,WT,A
54.07716,3.990411916,1.733013875,1,WT,A
