raw ,ln,LOG10,cellid,gt,ms
2.701105,0.993660949,0.431541467,3,WT,A
2.708708,0.996471768,0.43276219,3,WT,A
2.811039,1.033554166,0.448866871,3,WT,A
2.813896,1.03457,0.449308042,3,WT,A
2.831422,1.040779059,0.452004602,3,WT,A
2.864351,1.052341797,0.457026236,3,WT,A
2.935133,1.076752767,0.467627785,3,WT,A
2.992402,1.096076409,0.476019936,3,WT,A
3.024291,1.106676684,0.480623577,3,WT,A
3.062601,1.119264555,0.48609042,3,WT,A
3.067099,1.120732164,0.486727794,3,WT,A
3.123018,1.138799842,0.494574487,3,WT,A
3.125993,1.139751993,0.494988001,3,WT,A
3.149608,1.147278001,0.498256505,3,WT,A
3.192637,1.160847221,0.504149542,3,WT,A
3.200001,1.163151122,0.505150114,3,WT,A
3.343828,1.207116258,0.52424393,3,WT,A
3.383601,1.218940527,0.529379145,3,WT,A
3.383872,1.219020616,0.529413927,3,WT,A
3.422071,1.230245923,0.534289016,3,WT,A
3.461659,1.241747954,0.539284284,3,WT,A
3.485744,1.248681508,0.542295488,3,WT,A
3.492595,1.250645013,0.543148228,3,WT,A
3.511465,1.256033329,0.545488344,3,WT,A
3.546595,1.265987988,0.549811597,3,WT,A
3.575268,1.274040138,0.553308602,3,WT,A
3.582675,1.276109728,0.554207413,3,WT,A
3.593514,1.279130554,0.555519341,3,WT,A
3.604876,1.282287373,0.556890331,3,WT,A
3.692487,1.306300215,0.567318975,3,WT,A
3.735477,1.317875521,0.572346067,3,WT,A
3.877732,1.355250447,0.588577791,3,WT,A
3.92837,1.368224582,0.594212386,3,WT,A
4.025107,1.392551494,0.60477743,3,WT,A
4.049222,1.398524764,0.607371588,3,WT,A
4.082934,1.406815848,0.61097236,3,WT,A
4.117278,1.415192265,0.614610192,3,WT,A
4.139379,1.420545777,0.616935192,3,WT,A
4.155913,1.424532139,0.618666447,3,WT,A
4.171181,1.428199209,0.620259036,3,WT,A
4.283737,1.454825759,0.631822799,3,WT,A
4.351296,1.470473732,0.638618627,3,WT,A
4.354623,1.471238039,0.638950562,3,WT,A
4.382133,1.477535592,0.641685554,3,WT,A
4.387472,1.478753207,0.642214358,3,WT,A
4.392961,1.480003487,0.642757348,3,WT,A
4.397187,1.480965018,0.643174935,3,WT,A
4.41775,1.485630517,0.645201136,3,WT,A
4.419275,1.485975655,0.645351027,3,WT,A
4.446765,1.492176866,0.648044179,3,WT,A
4.457505,1.494589192,0.649091839,3,WT,A
4.53514,1.511855954,0.656590698,3,WT,A
4.555,1.516225531,0.658488381,3,WT,A
4.563303,1.518046703,0.659279307,3,WT,A
4.630509,1.532666797,0.665628733,3,WT,A
4.645084,1.535809456,0.666993572,3,WT,A
4.656832,1.538335389,0.668090571,3,WT,A
4.709434,1.549567731,0.672968715,3,WT,A
4.718717,1.551536941,0.673823932,3,WT,A
4.725517,1.552976973,0.67444933,3,WT,A
